# Wavelength_Angstrom  Normalized_Flux
4.857800012009200145e+03 8.573324084281921387e-01
4.857850012009899729e+03 8.408584594726562500e-01
4.857900012010600221e+03 8.141464591026306152e-01
4.857950012011299805e+03 7.865949869155883789e-01
4.858000012012000298e+03 7.691129446029663086e-01
4.858050012012699881e+03 7.644259333610534668e-01
4.858100012013399464e+03 7.743336558341979980e-01
4.858150012014099957e+03 8.026462197303771973e-01
4.858200012014800450e+03 8.366433978080749512e-01
4.858250012015500033e+03 8.501200079917907715e-01
4.858300012016199616e+03 8.412313461303710938e-01
4.858350012016900109e+03 8.439749479293823242e-01
4.858400012017599693e+03 8.459079861640930176e-01
4.858450012018300185e+03 8.384659886360168457e-01
4.858500012018999769e+03 8.430854082107543945e-01
4.858550012019700262e+03 8.434406518936157227e-01
4.858600012020399845e+03 8.330155611038208008e-01
4.858650012021100338e+03 8.348394036293029785e-01
4.858700012021799921e+03 8.291140198707580566e-01
4.858750012022499504e+03 8.056924343109130859e-01
4.858800012023199997e+03 7.614580392837524414e-01
4.858850012023899581e+03 7.038820981979370117e-01
4.858900012024600073e+03 6.626237630844116211e-01
4.858950012025299657e+03 6.787405014038085938e-01
4.859000012026000149e+03 7.503744959831237793e-01
4.859050012026699733e+03 7.842794060707092285e-01
4.859100012027400226e+03 7.851149439811706543e-01
4.859150012028099809e+03 7.851218581199645996e-01
4.859200012028800302e+03 7.798001766204833984e-01
4.859250012029499885e+03 7.756575942039489746e-01
4.859300012030200378e+03 7.703694105148315430e-01
4.859350012030899961e+03 7.324556708335876465e-01
4.859400012031599545e+03 6.691653132438659668e-01
4.859450012032300037e+03 5.423650145530700684e-01
4.859500012032999621e+03 3.873544633388519287e-01
4.859550012033700114e+03 3.345544040203094482e-01
4.859600012034399697e+03 4.298897087574005127e-01
4.859650012035100190e+03 5.714519619941711426e-01
4.859700012035799773e+03 6.652504801750183105e-01
4.859750012036500266e+03 7.093296051025390625e-01
4.859800012037199849e+03 7.274933457374572754e-01
4.859850012037900342e+03 7.262430191040039062e-01
4.859900012038599925e+03 7.195011377334594727e-01
4.859950012039300418e+03 6.938790678977966309e-01
4.860000012040000001e+03 6.658917069435119629e-01
4.860050012040699585e+03 6.616086959838867188e-01
4.860100012041400078e+03 6.841355562210083008e-01
4.860150012042099661e+03 6.935347318649291992e-01
4.860200012042800154e+03 6.919838190078735352e-01
4.860250012043499737e+03 6.828137040138244629e-01
4.860300012044200230e+03 6.761501431465148926e-01
4.860350012044899813e+03 6.680519580841064453e-01
4.860400012045600306e+03 6.551528573036193848e-01
4.860450012046299889e+03 6.432070732116699219e-01
4.860500012046999473e+03 6.270194053649902344e-01
4.860550012047699965e+03 6.097562909126281738e-01
4.860600012048400458e+03 5.805519819259643555e-01
4.860650012049100042e+03 5.425843000411987305e-01
4.860700012049799625e+03 4.939099252223968506e-01
4.860750012050500118e+03 4.352763295173645020e-01
4.860800012051199701e+03 3.756794631481170654e-01
4.860850012051900194e+03 3.247828781604766846e-01
4.860900012052599777e+03 2.776209414005279541e-01
4.860950012053300270e+03 2.353007346391677856e-01
4.861000012053999853e+03 2.071580290794372559e-01
4.861050012054700346e+03 1.915617436170578003e-01
4.861100012055399930e+03 1.835717260837554932e-01
4.861150012056099513e+03 1.811359673738479614e-01
4.861200012056800006e+03 1.858197897672653198e-01
4.861250012057499589e+03 2.031636983156204224e-01
4.861300012058200082e+03 2.333202362060546875e-01
4.861350012058899665e+03 2.745708823204040527e-01
4.861400012059600158e+03 3.294566869735717773e-01
4.861450012060299741e+03 3.886546492576599121e-01
4.861500012061000234e+03 4.441457986831665039e-01
4.861550012061699817e+03 4.747426211833953857e-01
4.861600012062400310e+03 4.735123813152313232e-01
4.861650012063099894e+03 4.731281995773315430e-01
4.861700012063800386e+03 5.019327998161315918e-01
4.861750012064499970e+03 5.457305908203125000e-01
4.861800012065199553e+03 5.855431556701660156e-01
4.861850012065900046e+03 6.324514150619506836e-01
4.861900012066599629e+03 6.522752046585083008e-01
4.861950012067300122e+03 6.672992110252380371e-01
4.862000012067999705e+03 6.811785101890563965e-01
4.862050012068700198e+03 6.925718188285827637e-01
4.862100012069399781e+03 7.095512151718139648e-01
4.862150012070100274e+03 7.130179405212402344e-01
4.862200012070799858e+03 7.155193686485290527e-01
4.862250012071500350e+03 7.062616348266601562e-01
4.862300012072199934e+03 6.836735606193542480e-01
4.862350012072900427e+03 6.360214352607727051e-01
4.862400012073600010e+03 6.278023719787597656e-01
4.862450012074299593e+03 6.826381683349609375e-01
4.862500012075000086e+03 7.323586940765380859e-01
4.862550012075699669e+03 7.632775902748107910e-01
4.862600012076400162e+03 7.790954709053039551e-01
4.862650012077099746e+03 7.817752361297607422e-01
4.862700012077800238e+03 7.783154845237731934e-01
4.862750012078499822e+03 7.899479269981384277e-01
4.862800012079200314e+03 7.855038046836853027e-01
4.862850012079899898e+03 7.903748750686645508e-01
4.862900012080599481e+03 7.866984009742736816e-01
4.862950012081299974e+03 7.896444797515869141e-01
4.863000012082000467e+03 7.980458140373229980e-01
4.863050012082700050e+03 7.998183965682983398e-01
4.863100012083399633e+03 8.047465682029724121e-01
4.863150012084100126e+03 8.109331727027893066e-01
4.863200012084799710e+03 8.149433732032775879e-01
4.863250012085500202e+03 8.129227161407470703e-01
4.863300012086199786e+03 7.981989383697509766e-01
4.863350012086900279e+03 7.234887480735778809e-01
4.863400012087599862e+03 5.919140577316284180e-01
4.863450012088300355e+03 5.324382781982421875e-01
4.863500012088999938e+03 6.013323068618774414e-01
4.863550012089699521e+03 7.147989273071289062e-01
4.863600012090400014e+03 7.634479999542236328e-01
4.863650012091099597e+03 7.503625750541687012e-01
4.863700012091800090e+03 7.095186114311218262e-01
4.863750012092499674e+03 7.103478908538818359e-01
4.863800012093200166e+03 7.701961398124694824e-01
4.863850012093899750e+03 8.214656710624694824e-01
4.863900012094600243e+03 8.240671157836914062e-01
4.863950012095299826e+03 8.067933917045593262e-01
4.864000012096000319e+03 7.555863857269287109e-01
4.864050012096699902e+03 6.644529104232788086e-01
4.864100012097400395e+03 5.758270621299743652e-01
4.864150012098099978e+03 6.152365207672119141e-01
4.864200012098799561e+03 7.297856211662292480e-01
4.864250012099500054e+03 8.164976835250854492e-01
4.864300012100199638e+03 8.558605909347534180e-01
4.864350012100900130e+03 8.686763048171997070e-01
4.864400012101599714e+03 8.544577360153198242e-01
4.864450012102300207e+03 7.922397851943969727e-01
4.864500012102999790e+03 7.231388092041015625e-01
4.864550012103700283e+03 7.026823759078979492e-01
4.864600012104399866e+03 7.654006481170654297e-01
4.864650012105100359e+03 8.391190171241760254e-01
4.864700012105799942e+03 8.667870163917541504e-01
4.864750012106500435e+03 8.760244846343994141e-01
4.864800012107200018e+03 8.753530979156494141e-01
4.864850012107899602e+03 8.784826993942260742e-01
4.864900012108600095e+03 8.809113502502441406e-01
4.864950012109299678e+03 8.805677890777587891e-01
4.865000012110000171e+03 8.751876950263977051e-01
4.865050012110699754e+03 8.843663334846496582e-01
4.865100012111400247e+03 8.767248392105102539e-01
4.865150012112099830e+03 8.750113248825073242e-01
4.865200012112800323e+03 8.798239231109619141e-01
4.865250012113499906e+03 8.668323159217834473e-01
4.865300012114199490e+03 8.260066509246826172e-01
4.865350012114899982e+03 7.419347763061523438e-01
4.865400012115600475e+03 6.732771992683410645e-01
4.865450012116300059e+03 7.138808965682983398e-01
4.865500012116999642e+03 8.024134635925292969e-01
4.865550012117700135e+03 8.678030371665954590e-01
4.865600012118399718e+03 8.870238661766052246e-01
4.865650012119100211e+03 8.901149630546569824e-01
4.865700012119799794e+03 8.959589004516601562e-01
4.865750012120500287e+03 8.954563140869140625e-01
4.865800012121199870e+03 8.893802762031555176e-01
4.865850012121900363e+03 8.863018155097961426e-01
4.865900012122599946e+03 8.647189736366271973e-01
4.865950012123299530e+03 8.029454946517944336e-01
4.866000012124000023e+03 6.684599518775939941e-01
4.866050012124699606e+03 5.472290515899658203e-01
4.866100012125400099e+03 5.627794861793518066e-01
4.866150012126099682e+03 7.018816471099853516e-01
4.866200012126800175e+03 8.363731503486633301e-01
4.866250012127499758e+03 8.860025405883789062e-01
4.866300012128200251e+03 8.909496068954467773e-01
4.866350012128899834e+03 8.967841863632202148e-01
4.866400012129600327e+03 8.901945948600769043e-01
4.866450012130299910e+03 8.883009552955627441e-01
4.866500012131000403e+03 8.852660059928894043e-01
4.866550012131699987e+03 8.970301151275634766e-01
4.866600012132399570e+03 8.971902132034301758e-01
4.866650012133100063e+03 8.979424834251403809e-01
4.866700012133799646e+03 8.962750434875488281e-01
4.866750012134500139e+03 9.046034216880798340e-01
4.866800012135199722e+03 9.181917905807495117e-01
4.866850012135900215e+03 9.128320813179016113e-01
4.866900012136599798e+03 9.241031408309936523e-01
4.866950012137300291e+03 9.199059605598449707e-01
4.867000012137999875e+03 9.226120710372924805e-01
4.867050012138700367e+03 9.310979247093200684e-01
4.867100012139399951e+03 9.264454245567321777e-01
4.867150012140100444e+03 9.238506555557250977e-01
4.867200012140800027e+03 9.110616445541381836e-01
4.867250012141499610e+03 8.929963707923889160e-01
4.867300012142200103e+03 8.609497547149658203e-01
4.867350012142899686e+03 8.528717160224914551e-01
4.867400012143600179e+03 8.814550638198852539e-01
4.867450012144299762e+03 8.938382863998413086e-01
4.867500012145000255e+03 8.892649412155151367e-01
4.867550012145699839e+03 8.350269794464111328e-01
4.867600012146400331e+03 7.318322658538818359e-01
4.867650012147099915e+03 6.282261610031127930e-01
4.867700012147799498e+03 6.544930338859558105e-01
4.867750012148499991e+03 7.885319590568542480e-01
4.867800012149199574e+03 8.782252073287963867e-01
4.867850012149900067e+03 8.974422216415405273e-01
4.867900012150599650e+03 8.945125937461853027e-01
4.867950012151300143e+03 8.686721920967102051e-01
4.868000012151999726e+03 8.055782914161682129e-01
4.868050012152700219e+03 7.365744709968566895e-01
4.868100012153399803e+03 7.266730666160583496e-01
4.868150012154100295e+03 7.449036836624145508e-01
4.868200012154799879e+03 7.465673089027404785e-01
4.868250012155500372e+03 7.916141748428344727e-01
4.868300012156199955e+03 8.681955337524414062e-01
4.868350012156899538e+03 9.169411659240722656e-01
4.868400012157600031e+03 9.299373626708984375e-01
4.868450012158299614e+03 9.353172183036804199e-01
4.868500012159000107e+03 9.297875165939331055e-01
4.868550012159699691e+03 9.189193844795227051e-01
4.868600012160400183e+03 9.164168238639831543e-01
4.868650012161099767e+03 9.143411517143249512e-01
4.868700012161800259e+03 9.156849980354309082e-01
4.868750012162499843e+03 9.175788760185241699e-01
4.868800012163200336e+03 9.278354048728942871e-01
4.868850012163899919e+03 9.398398995399475098e-01
4.868900012164600412e+03 9.346654415130615234e-01
4.868950012165299995e+03 9.278172850608825684e-01
4.869000012165999578e+03 9.294226765632629395e-01
4.869050012166700071e+03 9.414229989051818848e-01
4.869100012167399655e+03 9.378737807273864746e-01
4.869150012168100147e+03 9.092394113540649414e-01
4.869200012168799731e+03 8.507027626037597656e-01
4.869250012169500224e+03 8.004307150840759277e-01
4.869300012170199807e+03 8.255433440208435059e-01
4.869350012170900300e+03 8.767370581626892090e-01
4.869400012171599883e+03 9.262171983718872070e-01
4.869450012172299466e+03 9.397351145744323730e-01
4.869500012172999959e+03 9.499605894088745117e-01
4.869550012173700452e+03 9.494466781616210938e-01
4.869600012174400035e+03 9.526106715202331543e-01
4.869650012175099619e+03 9.488862752914428711e-01
4.869700012175800111e+03 9.388255476951599121e-01
4.869750012176499695e+03 9.044108986854553223e-01
4.869800012177200188e+03 8.235301375389099121e-01
4.869850012177899771e+03 7.379966378211975098e-01
4.869900012178600264e+03 6.851576566696166992e-01
4.869950012179299847e+03 7.230944633483886719e-01
4.870000012180000340e+03 8.233969807624816895e-01
4.870050012180699923e+03 9.129035472869873047e-01
4.870100012181399507e+03 9.381670355796813965e-01
4.870150012182099999e+03 9.361675381660461426e-01
4.870200012182799583e+03 9.280254840850830078e-01
4.870250012183500075e+03 9.308589100837707520e-01
4.870300012184199659e+03 9.294249415397644043e-01
4.870350012184900152e+03 9.209570884704589844e-01
4.870400012185599735e+03 9.227625727653503418e-01
4.870450012186300228e+03 9.258659482002258301e-01
4.870500012186999811e+03 8.471409082412719727e-01
4.870550012187700304e+03 6.829780936241149902e-01
4.870600012188399887e+03 5.581312775611877441e-01
4.870650012189100380e+03 5.800887942314147949e-01
4.870700012189799963e+03 6.983897089958190918e-01
4.870750012190499547e+03 8.149963617324829102e-01
4.870800012191200040e+03 8.294681310653686523e-01
4.870850012191899623e+03 8.032240867614746094e-01
4.870900012192600116e+03 7.643507122993469238e-01
4.870950012193299699e+03 6.836587786674499512e-01
4.871000012194000192e+03 5.486595034599304199e-01
4.871050012194699775e+03 3.944303691387176514e-01
4.871100012195400268e+03 2.848510146141052246e-01
4.871150012196099851e+03 2.937390506267547607e-01
4.871200012196800344e+03 4.297339618206024170e-01
4.871250012197499927e+03 5.967258214950561523e-01
4.871300012198200420e+03 7.095760703086853027e-01
4.871350012198900004e+03 7.825261950492858887e-01
4.871400012199599587e+03 8.145747184753417969e-01
4.871450012200300080e+03 8.307498097419738770e-01
4.871500012200999663e+03 8.403043746948242188e-01
4.871550012201700156e+03 8.435290455818176270e-01
4.871600012202399739e+03 8.275517821311950684e-01
4.871650012203100232e+03 7.512431740760803223e-01
4.871700012203799815e+03 6.406790614128112793e-01
4.871750012204500308e+03 5.758470296859741211e-01
4.871800012205199891e+03 5.582517385482788086e-01
4.871850012205899475e+03 4.910326004028320312e-01
4.871900012206599968e+03 3.382915556430816650e-01
4.871950012207300460e+03 2.860196530818939209e-01
4.872000012208000044e+03 4.247412979602813721e-01
4.872050012208699627e+03 6.008508205413818359e-01
4.872100012209400120e+03 7.484761476516723633e-01
4.872150012210099703e+03 8.323398828506469727e-01
4.872200012210800196e+03 8.707929253578186035e-01
4.872250012211499779e+03 8.863823413848876953e-01
4.872300012212200272e+03 9.012663960456848145e-01
4.872350012212899856e+03 9.170849919319152832e-01
4.872400012213600348e+03 9.114830493927001953e-01
4.872450012214299932e+03 9.122762084007263184e-01
4.872500012214999515e+03 9.048800468444824219e-01
4.872550012215700008e+03 9.396200776100158691e-01
4.872600012216399591e+03 9.230260252952575684e-01
4.872650012217100084e+03 9.112383127212524414e-01
4.872700012217799667e+03 8.937004804611206055e-01
4.872750012218500160e+03 9.015263915061950684e-01
4.872800012219199743e+03 9.250974655151367188e-01
4.872850012219900236e+03 9.451180100440979004e-01
4.872900012220599820e+03 9.437186717987060547e-01
4.872950012221300312e+03 9.031099677085876465e-01
4.873000012221999896e+03 8.374872207641601562e-01
4.873050012222700389e+03 7.962842583656311035e-01
4.873100012223399972e+03 8.157392144203186035e-01
4.873150012224099555e+03 7.920287251472473145e-01
4.873200012224800048e+03 6.571627259254455566e-01
4.873250012225499631e+03 6.196368932723999023e-01
4.873300012226200124e+03 7.317398190498352051e-01
4.873350012226899707e+03 8.607936501502990723e-01
4.873400012227600200e+03 9.305058121681213379e-01
4.873450012228299784e+03 9.350045919418334961e-01
4.873500012229000276e+03 9.044665098190307617e-01
4.873550012229699860e+03 8.846945166587829590e-01
4.873600012230400353e+03 8.985673189163208008e-01
4.873650012231099936e+03 9.361539483070373535e-01
4.873700012231800429e+03 9.097788929939270020e-01
4.873750012232500012e+03 8.112243413925170898e-01
4.873800012233199595e+03 7.340962290763854980e-01
4.873850012233900088e+03 7.855946421623229980e-01
4.873900012234599672e+03 8.877149820327758789e-01
4.873950012235300164e+03 9.419841170310974121e-01
4.874000012235999748e+03 9.570683240890502930e-01
4.874050012236700240e+03 9.344758987426757812e-01
4.874100012237399824e+03 8.717847466468811035e-01
4.874150012238100317e+03 8.257026076316833496e-01
4.874200012238799900e+03 8.567382097244262695e-01
4.874250012239499483e+03 9.261661767959594727e-01
4.874300012240199976e+03 9.565818905830383301e-01
4.874350012240900469e+03 9.592666625976562500e-01
4.874400012241600052e+03 9.582750201225280762e-01
4.874450012242299636e+03 9.403799176216125488e-01
4.874500012243000128e+03 9.055951833724975586e-01
4.874550012243699712e+03 8.425593972206115723e-01
4.874600012244400205e+03 8.221957087516784668e-01
4.874650012245099788e+03 8.643180727958679199e-01
4.874700012245800281e+03 8.934750556945800781e-01
4.874750012246499864e+03 8.556550145149230957e-01
4.874800012247200357e+03 7.903935313224792480e-01
4.874850012247899940e+03 7.829373478889465332e-01
4.874900012248599523e+03 8.579059839248657227e-01
4.874950012249300016e+03 9.325571060180664062e-01
4.875000012249999600e+03 9.567527770996093750e-01
4.875050012250700092e+03 9.604320526123046875e-01
4.875100012251399676e+03 9.479122161865234375e-01
4.875150012252100169e+03 9.280381798744201660e-01
4.875200012252799752e+03 8.357359766960144043e-01
4.875250012253500245e+03 7.303873896598815918e-01
4.875300012254199828e+03 7.169810533523559570e-01
4.875350012254900321e+03 8.092930912971496582e-01
4.875400012255599904e+03 9.104065895080566406e-01
4.875450012256300397e+03 9.512950778007507324e-01
4.875500012256999980e+03 9.404977560043334961e-01
4.875550012257699564e+03 8.880843520164489746e-01
4.875600012258400056e+03 7.730910778045654297e-01
4.875650012259099640e+03 6.362037062644958496e-01
4.875700012259800133e+03 6.440843939781188965e-01
4.875750012260499716e+03 7.851358056068420410e-01
4.875800012261200209e+03 9.104142189025878906e-01
4.875850012261899792e+03 9.487880468368530273e-01
4.875900012262600285e+03 9.306243062019348145e-01
4.875950012263299868e+03 9.250181317329406738e-01
4.876000012264000361e+03 9.294870495796203613e-01
4.876050012264699944e+03 9.193496704101562500e-01
4.876100012265400437e+03 8.585123419761657715e-01
4.876150012266100020e+03 7.458823323249816895e-01
4.876200012266799604e+03 6.535978913307189941e-01
4.876250012267500097e+03 6.637102365493774414e-01
4.876300012268199680e+03 7.502956390380859375e-01
4.876350012268900173e+03 8.500158190727233887e-01
4.876400012269599756e+03 9.266092777252197266e-01
4.876450012270300249e+03 9.431261420249938965e-01
4.876500012270999832e+03 9.553522467613220215e-01
4.876550012271700325e+03 9.518361687660217285e-01
4.876600012272399908e+03 9.621111750602722168e-01
4.876650012273099492e+03 9.770632386207580566e-01
4.876700012273799985e+03 9.731454253196716309e-01
4.876750012274500477e+03 9.812533259391784668e-01
4.876800012275200061e+03 9.887235164642333984e-01
4.876850012275899644e+03 9.862305521965026855e-01
4.876900012276600137e+03 9.774762392044067383e-01
4.876950012277299720e+03 9.667860865592956543e-01
4.877000012278000213e+03 9.640279412269592285e-01
4.877050012278699796e+03 9.677885174751281738e-01
4.877100012279400289e+03 9.833286404609680176e-01
4.877150012280099872e+03 9.788045287132263184e-01
4.877200012280800365e+03 9.590761661529541016e-01
4.877250012281499949e+03 9.646120667457580566e-01
4.877300012282199532e+03 9.390488266944885254e-01
4.877350012282900025e+03 8.670267462730407715e-01
4.877400012283599608e+03 8.235918283462524414e-01
4.877450012284300101e+03 8.653171658515930176e-01
4.877500012284999684e+03 9.126679897308349609e-01
4.877550012285700177e+03 9.200771450996398926e-01
4.877600012286399760e+03 9.061504006385803223e-01
4.877650012287100253e+03 8.980904221534729004e-01
4.877700012287799836e+03 8.884094953536987305e-01
4.877750012288500329e+03 8.556464910507202148e-01
4.877800012289199913e+03 7.740446925163269043e-01
4.877850012289900405e+03 6.026273965835571289e-01
4.877900012290599989e+03 4.021853506565093994e-01
4.877950012291299572e+03 2.748087346553802490e-01
4.878000012292000065e+03 2.597534656524658203e-01
4.878050012292699648e+03 3.905839920043945312e-01
4.878100012293400141e+03 6.056203246116638184e-01
4.878150012294099724e+03 7.839811444282531738e-01
4.878200012294800217e+03 8.710145354270935059e-01
4.878250012295499801e+03 9.176395535469055176e-01
4.878300012296200293e+03 9.363386034965515137e-01
4.878350012296899877e+03 9.515135884284973145e-01
4.878400012297599460e+03 9.604020118713378906e-01
4.878450012298299953e+03 9.581938385963439941e-01
4.878500012299000446e+03 9.542906284332275391e-01
4.878550012299700029e+03 9.552221894264221191e-01
4.878600012300399612e+03 9.645279645919799805e-01
4.878650012301100105e+03 9.789036512374877930e-01
4.878700012301799688e+03 9.792298674583435059e-01
4.878750012302500181e+03 9.819186329841613770e-01
4.878800012303199765e+03 9.784993529319763184e-01
4.878850012303900257e+03 9.751260876655578613e-01
4.878900012304599841e+03 9.705636501312255859e-01
4.878950012305300334e+03 9.525483250617980957e-01
4.879000012305999917e+03 9.648715257644653320e-01
4.879050012306699500e+03 9.723008871078491211e-01
4.879100012307399993e+03 9.770861864089965820e-01
4.879150012308099576e+03 9.793541431427001953e-01
4.879200012308800069e+03 9.747644066810607910e-01
4.879250012309499652e+03 9.752493500709533691e-01
4.879300012310200145e+03 9.740630984306335449e-01
4.879350012310899729e+03 9.762248992919921875e-01
4.879400012311600221e+03 9.768185019493103027e-01
4.879450012312299805e+03 9.742714762687683105e-01
4.879500012313000298e+03 9.772813320159912109e-01
4.879550012313699881e+03 9.741129279136657715e-01
4.879600012314400374e+03 9.800991415977478027e-01
4.879650012315099957e+03 9.780805110931396484e-01
4.879700012315799540e+03 9.710634350776672363e-01
4.879750012316500033e+03 9.619009494781494141e-01
4.879800012317199617e+03 9.567658305168151855e-01
4.879850012317900109e+03 9.436089396476745605e-01
4.879900012318599693e+03 9.437772035598754883e-01
4.879950012319300185e+03 9.638183712959289551e-01
4.880000012319999769e+03 9.765684604644775391e-01
4.880050012320700262e+03 9.751152396202087402e-01
4.880100012321399845e+03 9.716311693191528320e-01
4.880150012322100338e+03 9.781762361526489258e-01
4.880200012322799921e+03 9.709509015083312988e-01
4.880250012323500414e+03 9.480187296867370605e-01
4.880300012324199997e+03 9.146765470504760742e-01
4.880350012324899581e+03 9.079405665397644043e-01
4.880400012325600073e+03 9.384174942970275879e-01
4.880450012326299657e+03 9.618868231773376465e-01
4.880500012327000150e+03 9.689480066299438477e-01
4.880550012327699733e+03 9.755436778068542480e-01
4.880600012328400226e+03 9.679631590843200684e-01
4.880650012329099809e+03 9.482619762420654297e-01
4.880700012329800302e+03 9.191894531250000000e-01
4.880750012330499885e+03 9.040894508361816406e-01
4.880800012331199468e+03 9.216718673706054688e-01
4.880850012331899961e+03 9.470698237419128418e-01
4.880900012332600454e+03 9.676136374473571777e-01
4.880950012333300037e+03 9.650964140892028809e-01
4.881000012333999621e+03 9.656960368156433105e-01
4.881050012334700114e+03 9.693979024887084961e-01
4.881100012335399697e+03 9.673004746437072754e-01
4.881150012336100190e+03 9.691158533096313477e-01
4.881200012336799773e+03 9.438819885253906250e-01
4.881250012337500266e+03 8.717469573020935059e-01
4.881300012338199849e+03 7.452158927917480469e-01
4.881350012338900342e+03 6.529005169868469238e-01
4.881400012339599925e+03 6.441577672958374023e-01
4.881450012340299509e+03 6.281793117523193359e-01
4.881500012341000001e+03 5.917276144027709961e-01
4.881550012341699585e+03 6.507511734962463379e-01
4.881600012342400078e+03 8.082981109619140625e-01
4.881650012343099661e+03 9.246065020561218262e-01
4.881700012343800154e+03 9.578069448471069336e-01
4.881750012344499737e+03 9.568698406219482422e-01
4.881800012345200230e+03 9.314404129981994629e-01
4.881850012345899813e+03 8.141002655029296875e-01
4.881900012346600306e+03 6.189957857131958008e-01
4.881950012347299889e+03 5.435835123062133789e-01
4.882000012348000382e+03 6.665291190147399902e-01
4.882050012348699966e+03 8.291274905204772949e-01
4.882100012349399549e+03 9.075391888618469238e-01
4.882150012350100042e+03 9.355583786964416504e-01
4.882200012350799625e+03 9.507787227630615234e-01
4.882250012351500118e+03 9.617637395858764648e-01
4.882300012352199701e+03 9.733366966247558594e-01
4.882350012352900194e+03 9.813787937164306641e-01
4.882400012353599777e+03 9.690867662429809570e-01
4.882450012354300270e+03 9.512292742729187012e-01
4.882500012354999853e+03 9.478623867034912109e-01
4.882550012355700346e+03 9.592181444168090820e-01
4.882600012356399930e+03 9.692983627319335938e-01
4.882650012357100422e+03 9.699407219886779785e-01
4.882700012357800006e+03 9.738487601280212402e-01
4.882750012358499589e+03 9.797883033752441406e-01
4.882800012359200082e+03 9.815804958343505859e-01
4.882850012359899665e+03 9.847287535667419434e-01
4.882900012360600158e+03 9.788516759872436523e-01
4.882950012361299741e+03 9.811748266220092773e-01
4.883000012362000234e+03 9.734656214714050293e-01
4.883050012362699817e+03 9.769247770309448242e-01
4.883100012363400310e+03 9.812161326408386230e-01
4.883150012364099894e+03 9.711687564849853516e-01
4.883200012364799477e+03 9.390615224838256836e-01
4.883250012365499970e+03 9.329624772071838379e-01
4.883300012366200463e+03 9.425679445266723633e-01
4.883350012366900046e+03 9.291644692420959473e-01
4.883400012367599629e+03 8.103448152542114258e-01
4.883450012368300122e+03 6.474813222885131836e-01
4.883500012368999705e+03 6.298667788505554199e-01
4.883550012369700198e+03 7.710016369819641113e-01
4.883600012370399782e+03 8.918933868408203125e-01
4.883650012371100274e+03 9.299165606498718262e-01
4.883700012371799858e+03 9.318721890449523926e-01
4.883750012372500350e+03 9.348346590995788574e-01
4.883800012373199934e+03 9.305377602577209473e-01
4.883850012373899517e+03 9.287731051445007324e-01
4.883900012374600010e+03 9.390405416488647461e-01
4.883950012375299593e+03 9.563916325569152832e-01
4.884000012376000086e+03 9.711019396781921387e-01
4.884050012376699669e+03 9.744092822074890137e-01
4.884100012377400162e+03 9.667918086051940918e-01
4.884150012378099746e+03 9.665167927742004395e-01
4.884200012378800238e+03 9.732251167297363281e-01
4.884250012379499822e+03 9.633538126945495605e-01
4.884300012380200315e+03 9.239142537117004395e-01
4.884350012380899898e+03 8.616099357604980469e-01
4.884400012381600391e+03 8.268773555755615234e-01
4.884450012382299974e+03 8.561226129531860352e-01
4.884500012382999557e+03 9.015921950340270996e-01
4.884550012383700050e+03 9.115931987762451172e-01
4.884600012384399633e+03 9.005150198936462402e-01
4.884650012385100126e+03 8.882221579551696777e-01
4.884700012385799710e+03 8.696217536926269531e-01
4.884750012386500202e+03 8.336112499237060547e-01
4.884800012387199786e+03 7.540199160575866699e-01
4.884850012387900279e+03 6.368226408958435059e-01
4.884900012388599862e+03 6.202301383018493652e-01
4.884950012389300355e+03 7.717861533164978027e-01
4.885000012389999938e+03 9.019563198089599609e-01
4.885050012390700431e+03 9.404766559600830078e-01
4.885100012391400014e+03 9.036915302276611328e-01
4.885150012392099597e+03 7.550365328788757324e-01
4.885200012392800090e+03 5.812438130378723145e-01
4.885250012393499674e+03 5.785469412803649902e-01
4.885300012394200166e+03 7.324011325836181641e-01
4.885350012394899750e+03 8.892142176628112793e-01
4.885400012395600243e+03 9.432455897331237793e-01
4.885450012396299826e+03 9.213691353797912598e-01
4.885500012397000319e+03 8.513648509979248047e-01
4.885550012397699902e+03 7.845657467842102051e-01
4.885600012398399485e+03 7.975005507469177246e-01
4.885650012399099978e+03 8.575558662414550781e-01
4.885700012399800471e+03 8.753678202629089355e-01
4.885750012400500054e+03 8.719205856323242188e-01
4.885800012401199638e+03 8.904070258140563965e-01
4.885850012401900130e+03 9.218737483024597168e-01
4.885900012402599714e+03 9.452649950981140137e-01
4.885950012403300207e+03 9.343957901000976562e-01
4.886000012403999790e+03 8.701033592224121094e-01
4.886050012404700283e+03 7.310563921928405762e-01
4.886100012405399866e+03 5.792304277420043945e-01
4.886150012406100359e+03 5.729306936264038086e-01
4.886200012406799942e+03 7.207440137863159180e-01
4.886250012407499526e+03 8.706013560295104980e-01
4.886300012408200018e+03 9.409436583518981934e-01
4.886350012408899602e+03 9.578951001167297363e-01
4.886400012409600095e+03 9.512706995010375977e-01
4.886450012410299678e+03 9.201468825340270996e-01
4.886500012411000171e+03 8.995135426521301270e-01
4.886550012411699754e+03 9.035377502441406250e-01
4.886600012412400247e+03 9.133621454238891602e-01
4.886650012413099830e+03 9.023474454879760742e-01
4.886700012413800323e+03 8.134336471557617188e-01
4.886750012414499906e+03 6.606104373931884766e-01
4.886800012415200399e+03 5.696668028831481934e-01
4.886850012415899982e+03 6.079730987548828125e-01
